ubicacion,actualizado_dt,actas_contabilizadas_pct,global_contabilizadas,global_jee,global_pendientes,candidato_o_tipo,agrupacion,porcentaje_valido,porcentaje_emitido,cantidad_votos,electores_habiles,asistentes_totales,ausentes_totales,pendientes_totales,lat,lon
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13513,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16304,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.715,134313,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.842,0.702,131870,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117707,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111036,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16304,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13513,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10680,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9076,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.058,14.225,2672933,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11.987,9.996,1878411,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.915,9.936,1867062,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.075,9.236,1735500,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.318,59672,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59341,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38124,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30580,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.13,0.943,177143,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.800,150239,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.895,0.746,140227,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.861,0.718,134888,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111036,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117707,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.842,0.702,131870,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.715,134313,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93347,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,76905,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.405,0.337,63385,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61619,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20242,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21697,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25381,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29318,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.155,8.468,1591204,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.889,6.578,1236137,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.349,6.129,1151626,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,538255,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93347,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,76905,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.405,0.337,63385,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61619,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.13,0.943,177143,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.800,150239,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.895,0.746,140227,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.861,0.718,134888,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.381,2.820,529870,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.852,1.544,290173,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.583,1.320,248012,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.302,1.086,204091,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.13,0.943,177143,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.800,150239,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.895,0.746,140227,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.861,0.718,134888,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.381,2.820,529870,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.852,1.544,290173,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.583,1.320,248012,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.302,1.086,204091,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.058,14.225,2672933,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11.987,9.996,1878411,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.915,9.936,1867062,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.075,9.236,1735500,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,538255,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.349,6.129,1151626,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.889,6.578,1236137,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.155,8.468,1591204,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16304,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13513,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10680,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9076,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.381,2.820,529870,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.852,1.544,290173,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.583,1.320,248012,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.302,1.086,204091,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.058,14.225,2672933,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11.987,9.996,1878411,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.915,9.936,1867062,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.075,9.236,1735500,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,538255,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.349,6.129,1151626,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.889,6.578,1236137,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.155,8.468,1591204,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.075,9.236,1735500,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.915,9.936,1867062,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11.987,9.996,1878411,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.058,14.225,2672933,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.302,1.086,204091,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.583,1.320,248012,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.852,1.544,290173,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.381,2.820,529870,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20242,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21697,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25381,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29318,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111036,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117707,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.842,0.702,131870,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:14:02,92.807,86093,4951.0,1722.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.715,134313,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.318,59672,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59341,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38124,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30580,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29318,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25381,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21697,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20242,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16304,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13513,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10680,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:07:03,92.807,86093,4951.0,1722.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9076,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.13,0.943,177143,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.800,150239,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.895,0.746,140227,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.861,0.718,134888,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.155,8.466,1592408,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.893,6.580,1237686,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.348,6.126,1152286,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,538617,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.062,14.225,2675572,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11.982,9.990,1878896,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.917,9.936,1868751,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.074,9.232,1736496,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.714,134344,27325432,18811647,6457000.0,2056785.0,,
TODOS,2026-04-16 04:56:05,92.909,86188,4959.0,1619.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.842,0.702,131975,27325432,18811647,6457000.0,2056785.0,,
