ubicacion,actualizado_dt,actas_contabilizadas_pct,global_contabilizadas,global_jee,global_pendientes,candidato_o_tipo,agrupacion,porcentaje_valido,porcentaje_emitido,cantidad_votos,electores_habiles,asistentes_totales,ausentes_totales,pendientes_totales,lat,lon
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.913,9.934,1866410,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.074,9.235,1734943,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.058,14.224,2672391,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11.989,9.998,1878352,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.913,9.934,1866410,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.074,9.235,1734943,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16303,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13512,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10678,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9075,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.155,8.468,1591000,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.888,6.578,1235828,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.349,6.129,1151427,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,538115,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.381,2.820,529740,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.852,1.544,290146,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.583,1.320,247983,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.303,1.086,204078,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.131,0.943,177133,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.799,150203,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.895,0.746,140204,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.861,0.718,134872,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.715,134303,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.842,0.702,131860,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117703,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111019,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93339,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,76888,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.404,0.337,63369,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61604,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93339,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,76888,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.404,0.337,63369,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61604,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.318,59657,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59333,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38120,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30573,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29314,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25376,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21695,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20242,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16303,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13512,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10678,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9075,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.318,59657,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59333,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38120,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:21:00,92.792,86079,4924.0,1763.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30573,27325432,18791700,6425575.0,2108157.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.104,0.087,16303,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.086,0.072,13512,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10678,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9075,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,17.058,14.224,2672391,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11.989,9.998,1878352,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,11.913,9.934,1866410,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11.074,9.235,1734943,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.155,8.468,1591000,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.888,6.578,1235828,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.349,6.129,1151427,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,538115,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.715,134303,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.842,0.702,131860,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117703,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111019,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93339,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,76888,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.404,0.337,63369,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61604,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.318,59657,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59333,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38120,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30573,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29314,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25376,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21695,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:14:07,92.792,86079,4924.0,1763.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20242,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.155,8.468,1591000,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.888,6.578,1235828,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.349,6.129,1151427,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,538115,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.381,2.820,529740,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.852,1.544,290146,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.583,1.320,247983,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1.303,1.086,204078,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.131,0.943,177133,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.959,0.799,150203,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.895,0.746,140204,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.861,0.718,134872,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.715,134303,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.842,0.702,131860,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117703,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 03:07:00,92.792,86079,4924.0,1763.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111019,27325432,18787601,6424756.0,2113076.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.709,0.591,111036,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.751,0.626,117707,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.842,0.702,131870,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.857,0.715,134313,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.318,59672,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59341,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38124,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30580,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93347,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,76905,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.405,0.337,63385,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 03:56:00,92.807,86093,4951.0,1722.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61619,27325432,18792246,6425575.0,2107611.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.156,29318,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.162,0.135,25381,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.138,0.115,21697,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.129,0.108,20242,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",3.435,2.864,538255,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.349,6.129,1151626,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7.889,6.578,1236137,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10.155,8.468,1591204,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.195,0.163,30580,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.243,0.203,38124,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.379,0.316,59341,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.381,0.318,59672,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.328,61619,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.405,0.337,63385,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.491,0.409,76905,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.596,0.497,93347,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.058,0.048,9076,27325432,18808641,6451808.0,2064983.0,,
TODOS,2026-04-16 04:21:00,92.807,86093,4951.0,1722.0,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.068,0.057,10680,27325432,18808641,6451808.0,2064983.0,,
