ubicacion,actualizado_dt,avance_actas_pct,actas_contabilizadas,actas_pendientes,actas_jee,total_actas,votantes_ausentes_est,votantes_emitidos_pendientes_est,votantes_emitidos_jee_est,votantes_validos_pendientes_est,votantes_validos_jee_est,candidato_o_tipo,agrupacion,porcentaje_valido_base,porcentaje_valido_usado_prior,votos_proyectados_faltantes,votos_proyectados_pendientes,votos_proyectados_jee,observacion
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1.798,1.788,24.0,0.0,24.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1.374,1.364,18.0,0.0,18.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.188,1.185,16.0,0.0,16.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1.142,1.133,15.0,0.0,15.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,1.064,1.06,14.0,0.0,14.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1.054,1.063,14.0,0.0,14.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.909,0.898,12.0,0.0,12.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.739,0.732,10.0,0.0,10.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0.672,0.686,9.0,0.0,9.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,0.656,0.646,9.0,0.0,9.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.553,0.553,7.0,0.0,7.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.455,0.442,6.0,0.0,6.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.434,0.426,6.0,0.0,6.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.393,0.389,5.0,0.0,5.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.274,0.27,4.0,0.0,4.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.274,0.282,4.0,0.0,4.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.264,0.285,4.0,0.0,4.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.217,0.205,3.0,0.0,3.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.217,0.224,3.0,0.0,3.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.15,0.152,2.0,0.0,2.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.15,0.147,2.0,0.0,2.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.124,0.12,2.0,0.0,2.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.119,0.113,1.0,0.0,1.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.119,0.13,2.0,0.0,2.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.119,0.133,2.0,0.0,2.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.093,0.09,1.0,0.0,1.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.052,0.046,1.0,0.0,1.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,22.014,21.999,2226.0,0.0,2226.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,14.444,14.342,1451.0,0.0,1451.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,14.229,14.166,1434.0,0.0,1434.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,7.52,7.35,744.0,0.0,744.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,7.514,7.468,756.0,0.0,756.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,7.137,6.989,707.0,0.0,707.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,6.937,6.846,693.0,0.0,693.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3.139,3.067,310.0,0.0,310.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2.683,2.587,262.0,0.0,262.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,2.102,2.112,214.0,0.0,214.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.502,1.568,159.0,0.0,159.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1.195,1.264,128.0,0.0,128.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.988,1.02,103.0,0.0,103.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.871,0.955,97.0,0.0,97.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.759,0.869,88.0,0.0,88.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.659,0.738,75.0,0.0,75.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.648,0.598,61.0,0.0,61.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.642,0.745,75.0,0.0,75.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.635,0.719,73.0,0.0,73.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,0.622,0.7,71.0,0.0,71.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.445,0.504,51.0,0.0,51.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.427,0.359,36.0,0.0,36.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.378,0.334,34.0,0.0,34.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.368,0.396,40.0,0.0,40.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.315,0.235,24.0,0.0,24.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.306,0.308,31.0,0.0,31.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.273,0.15,15.0,0.0,15.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.241,0.305,31.0,0.0,31.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.183,0.218,22.0,0.0,22.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.173,0.204,21.0,0.0,21.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.158,0.183,19.0,0.0,19.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.135,0.124,13.0,0.0,13.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.13,0.225,23.0,0.0,23.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.088,0.136,14.0,0.0,14.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.084,0.111,11.0,0.0,11.0,Data real
HUÁNUCO,2026-04-17 18:18:04,0.9324,800,0,58,858,4276.25,0.0,12383.61,0.0,10119.55,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.057,0.104,11.0,0.0,11.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,54.489,54.463,817.0,0.0,817.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,11.868,11.863,178.0,0.0,178.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,7.666,7.66,115.0,0.0,115.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,5.868,5.864,88.0,0.0,88.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2.993,2.986,45.0,0.0,45.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,2.624,2.631,39.0,0.0,39.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2.108,2.093,31.0,0.0,31.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1.445,1.433,21.0,0.0,21.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1.165,1.174,18.0,0.0,18.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1.047,1.055,16.0,0.0,16.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,0.988,0.982,15.0,0.0,15.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.781,0.79,12.0,0.0,12.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.767,0.771,12.0,0.0,12.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.708,0.72,11.0,0.0,11.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.708,0.718,11.0,0.0,11.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,0.678,0.68,10.0,0.0,10.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,0.663,0.672,10.0,0.0,10.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.545,0.552,8.0,0.0,8.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0.413,0.404,6.0,0.0,6.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.354,0.349,5.0,0.0,5.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.339,0.351,5.0,0.0,5.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.31,0.313,5.0,0.0,5.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.206,0.198,3.0,0.0,3.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.177,0.177,3.0,0.0,3.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.177,0.18,3.0,0.0,3.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.147,0.154,2.0,0.0,2.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.147,0.158,2.0,0.0,2.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.118,0.122,2.0,0.0,2.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.118,0.104,2.0,0.0,2.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.103,0.098,1.0,0.0,1.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.088,0.092,1.0,0.0,1.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.074,0.073,1.0,0.0,1.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.044,0.049,1.0,0.0,1.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.029,0.034,1.0,0.0,1.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.029,0.032,0.0,0.0,0.0,Data real
LAURICOCHA,2026-04-17 18:18:04,0.8182,63,0,14,77,1973.2,0.0,1867.89,0.0,1500.64,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.015,0.006,0.0,0.0,0.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,23.099,23.125,1480.0,0.0,1480.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,17.245,17.225,1103.0,0.0,1103.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,14.287,14.292,915.0,0.0,915.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,7.99,8.046,515.0,0.0,515.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,6.891,6.916,443.0,0.0,443.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,5.765,5.769,369.0,0.0,369.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,4.562,4.607,295.0,0.0,295.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,2.696,2.719,174.0,0.0,174.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1.94,1.974,126.0,0.0,126.0,Data real
LEONCIO PRADO,2026-04-17 18:18:04,0.8972,349,0,40,389,3281.27,0.0,8262.28,0.0,6401.99,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1.802,1.782,114.0,0.0,114.0,Data real
