ubicacion,actualizado_dt,avance_actas_pct,actas_contabilizadas,actas_pendientes,actas_jee,total_actas,votantes_ausentes_est,votantes_emitidos_pendientes_est,votantes_emitidos_jee_est,votantes_validos_pendientes_est,votantes_validos_jee_est,candidato_o_tipo,agrupacion,porcentaje_valido_base,porcentaje_valido_usado_prior,votos_proyectados_faltantes,votos_proyectados_pendientes,votos_proyectados_jee,observacion
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,3.04,3.154,90.0,0.0,90.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,2.709,2.659,76.0,0.0,76.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1.696,1.754,50.0,0.0,50.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1.344,1.29,37.0,0.0,37.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1.237,1.222,35.0,0.0,35.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.129,1.071,31.0,0.0,31.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1.116,1.202,34.0,0.0,34.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.945,0.919,26.0,0.0,26.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.945,0.881,25.0,0.0,25.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,0.807,0.743,21.0,0.0,21.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0.751,0.691,20.0,0.0,20.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.713,0.669,19.0,0.0,19.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.661,0.577,17.0,0.0,17.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.451,0.372,11.0,0.0,11.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.447,0.496,14.0,0.0,14.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.386,0.364,10.0,0.0,10.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.288,0.239,7.0,0.0,7.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.245,0.29,8.0,0.0,8.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.236,0.234,7.0,0.0,7.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.228,0.298,9.0,0.0,9.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.21,0.184,5.0,0.0,5.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.198,0.126,4.0,0.0,4.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.185,0.314,9.0,0.0,9.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.15,0.126,4.0,0.0,4.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.15,0.131,4.0,0.0,4.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.15,0.233,7.0,0.0,7.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.116,0.127,4.0,0.0,4.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.086,0.05,1.0,0.0,1.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.06,0.039,1.0,0.0,1.0,Data real
AMBO,2026-04-17 18:18:04,0.8908,155,0,19,174,1565.8,0.0,3762.06,0.0,2865.59,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.047,0.011,0.0,0.0,0.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,56.338,56.028,369.0,0.0,369.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,8.0,7.927,52.0,0.0,52.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,6.987,6.969,46.0,0.0,46.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,4.442,4.411,29.0,0.0,29.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,3.325,3.389,22.0,0.0,22.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2.519,2.445,16.0,0.0,16.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1.87,1.711,11.0,0.0,11.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1.481,1.569,10.0,0.0,10.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1.455,1.581,10.0,0.0,10.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1.455,1.323,9.0,0.0,9.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1.455,1.549,10.0,0.0,10.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1.377,1.459,10.0,0.0,10.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,1.221,1.257,8.0,0.0,8.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1.169,1.258,8.0,0.0,8.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.779,0.847,6.0,0.0,6.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.779,0.852,6.0,0.0,6.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,0.753,0.776,5.0,0.0,5.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0.545,0.446,3.0,0.0,3.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.416,0.45,3.0,0.0,3.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.416,0.529,3.0,0.0,3.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0.39,0.495,3.0,0.0,3.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,0.364,0.3,2.0,0.0,2.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.26,0.387,3.0,0.0,3.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.234,0.271,2.0,0.0,2.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.234,0.086,1.0,0.0,1.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.234,0.22,1.0,0.0,1.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.208,0.25,2.0,0.0,2.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.208,0.264,2.0,0.0,2.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.208,0.128,1.0,0.0,1.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.208,0.24,2.0,0.0,2.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.156,0.186,1.0,0.0,1.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.13,0.074,0.0,0.0,0.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.13,0.079,1.0,0.0,1.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.104,0.162,1.0,0.0,1.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.078,0.082,1.0,0.0,1.0,Data real
HUACAYBAMBA,2026-04-17 18:18:04,0.8545,47,0,8,55,1002.84,0.0,995.99,0.0,659.09,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.078,0.0,0.0,0.0,0.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,45.897,45.92,476.0,0.0,476.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,12.366,12.374,128.0,0.0,128.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,10.727,10.76,112.0,0.0,112.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,5.348,5.358,56.0,0.0,56.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,3.466,3.42,35.0,0.0,35.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3.131,3.26,34.0,0.0,34.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,3.006,3.058,32.0,0.0,32.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2.397,2.504,26.0,0.0,26.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1.593,1.533,16.0,0.0,16.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1.155,1.095,11.0,0.0,11.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1.046,0.989,10.0,0.0,10.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1.007,1.061,11.0,0.0,11.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,0.945,0.892,9.0,0.0,9.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,0.89,0.81,8.0,0.0,8.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,0.843,0.828,9.0,0.0,9.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0.679,0.604,6.0,0.0,6.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",0.617,0.698,7.0,0.0,7.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,0.609,0.567,6.0,0.0,6.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,0.601,0.575,6.0,0.0,6.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,0.484,0.438,5.0,0.0,5.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,0.429,0.372,4.0,0.0,4.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,0.429,0.476,5.0,0.0,5.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,0.414,0.412,4.0,0.0,4.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,0.359,0.338,4.0,0.0,4.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,0.242,0.365,4.0,0.0,4.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,0.203,0.135,1.0,0.0,1.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,0.187,0.162,2.0,0.0,2.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0.18,0.246,3.0,0.0,3.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,0.133,0.11,1.0,0.0,1.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0.109,0.119,1.0,0.0,1.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,0.109,0.075,1.0,0.0,1.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0.109,0.151,2.0,0.0,2.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,0.094,0.06,1.0,0.0,1.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0.078,0.058,1.0,0.0,1.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,0.07,0.052,1.0,0.0,1.0,Data real
DOS DE MAYO,2026-04-17 18:18:04,0.925,111,0,9,120,1041.77,0.0,1364.83,0.0,1036.35,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,0.047,0.126,1.0,0.0,1.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,40.183,40.184,529.0,0.0,529.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,15.744,15.747,207.0,0.0,207.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,9.321,9.326,123.0,0.0,123.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,5.926,5.928,78.0,0.0,78.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,3.88,3.889,51.0,0.0,51.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,3.002,2.994,39.0,0.0,39.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2.718,2.74,36.0,0.0,36.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,2.552,2.539,33.0,0.0,33.0,Data real
HUAMALIES,2026-04-17 18:18:04,0.9364,162,0,11,173,1230.79,0.0,1786.64,0.0,1317.08,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2.072,2.09,28.0,0.0,28.0,Data real
